Image Name,label,spoof
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000281_0024839.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000300_0027388.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000301_0029196.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000316_0004195.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000320_0043617.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000326_0007659.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000327_0042485.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000336_0047525.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000367_0001595.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000376_0043597.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000378_0032154.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000405_0001168.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000406_0044757.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000423_0002009.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000427_0040097.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000430_0037583.jpg,1,0.9999979734
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000437_0010685.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000438_0036990.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000444_0028901.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000447_0032496.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000460_0050325.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000461_0004850.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000474_0012709.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000477_0058842.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000480_0045022.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000496_0050858.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000499_0030841.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000508_0010093.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000513_0037987.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000520_0033295.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000521_0031485.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000533_0024287.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000534_0033526.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000537_0015256.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000541_0010660.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000548_0028611.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000549_0037300.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000550_0015195.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000551_0040135.jpg,1,0.9999992847
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000556_0028725.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000565_0057599.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000570_0026920.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000571_0008175.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000580_0038624.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000583_0030174.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000585_0000329.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000589_0035496.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000593_0029998.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000605_0023232.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000619_0055814.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000635_0053767.jpg,1,0.9999996424
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000645_0000617.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000654_0038944.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000660_0010972.jpg,1,0.9999996424
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000664_0013144.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000672_0018283.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000681_0012840.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000686_0013888.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000687_0008708.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000690_0002438.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000706_0010515.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000725_0023356.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000733_0048787.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000740_0025475.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000744_0019500.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000777_0001178.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000779_0024231.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000781_0044046.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000783_0022119.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000788_0027786.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000794_0033355.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000801_0003991.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000812_0058791.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000815_0033057.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000818_0052460.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000821_0001356.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000823_0019238.jpg,1,0.9999970198
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000836_0017945.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000838_0020435.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000851_0001811.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000854_0002156.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000878_0042103.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000887_0016831.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000895_0023885.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000910_0003261.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000915_0057300.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000923_0015666.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000934_0034699.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000935_0051706.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000937_0011446.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000940_0055526.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000948_0053933.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000952_0007363.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000954_0037270.jpg,1,0.9999988079
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000960_0030129.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000972_0020063.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000981_0027702.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000986_0000005.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\000995_0039111.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001005_0039671.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001010_0041339.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001018_0037239.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001028_0030608.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001029_0036763.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001032_0042919.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001036_0042324.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001038_0025598.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001057_0018870.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001061_0029344.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001069_0035734.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001075_0056388.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001078_0058288.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001088_0039346.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001089_0025931.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001090_0057997.jpg,1,0.9999988079
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001099_0033735.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001107_0051777.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001114_0048008.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001139_0005263.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001148_0004009.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001161_0009904.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001168_0017323.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001176_0006467.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001178_0057303.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001180_0021884.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001191_0045623.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001205_0039953.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001207_0053520.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001211_0050481.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001219_0019466.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001223_0027504.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001233_0053942.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001235_0036888.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001258_0018181.jpg,1,0.9999947548
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001271_0025940.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001274_0026059.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001281_0019021.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001290_0051911.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001304_0022098.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001306_0000486.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001330_0012570.jpg,1,0.9999963045
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001332_0016693.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001343_0041120.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001353_0023897.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001354_0040166.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001359_0014164.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001371_0020464.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001372_0055107.jpg,1,0.9999983311
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001373_0019236.jpg,1,0.9986916184
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001380_0006191.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001405_0046192.jpg,1,0.9997562766
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001416_0057725.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001422_0054889.jpg,1,0.9999995232
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001426_0052136.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001451_0021692.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001452_0043389.jpg,1,0.9999996424
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001458_0014553.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001466_0021227.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001469_0045701.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001474_0049645.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001485_0029871.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001493_0058287.jpg,1,0.9999996424
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001497_0043786.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001502_0002265.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001533_0052848.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001542_0025124.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001546_0027180.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001549_0048955.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001554_0026441.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001557_0002993.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001558_0055980.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001561_0026981.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001572_0042348.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001578_0006603.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001590_0049347.jpg,1,0.9999984503
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001591_0018383.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001601_0020203.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001602_0049859.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001609_0031283.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001617_0002093.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001620_0013182.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001622_0003016.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001624_0002711.jpg,1,0.9999958277
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001627_0059118.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001629_0027985.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001639_0000933.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001641_0000553.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001650_0006707.jpg,1,0.9999995232
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001661_0011112.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001666_0004435.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001670_0056434.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001687_0003821.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001698_0015968.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001703_0050301.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001736_0059511.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001737_0054836.jpg,1,0.9999990463
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001754_0003739.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001758_0054625.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001760_0014173.jpg,1,0.9999997616
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001769_0028939.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001771_0035447.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001775_0013856.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001781_0042310.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001788_0039755.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001789_0024189.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001791_0030165.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001792_0036235.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001797_0029108.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001800_0035325.jpg,1,0.9999992847
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001802_0004908.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001819_0004341.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001851_0057794.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001867_0056251.jpg,1,0.9999996424
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001876_0016906.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001884_0047514.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001886_0017652.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001889_0008486.jpg,1,1.0000000000
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001891_0050244.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001895_0056826.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001897_0026761.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001907_0013301.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001914_0029833.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001929_0023484.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001933_0042893.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001936_0027279.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001942_0045006.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001945_0036092.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001945_0036093.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001951_0012218.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001959_0040207.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001981_0037183.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001989_0049268.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001997_0026913.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001998_0018182.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\001999_0014883.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\002005_0008562.jpg,1,0.9999998808
C:\Users\Mantra\Documents\facial\liveness_models\face_folder0\002033_0006526.jpg,1,0.9999998808
