Image Name,label,real,spoof
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s0_90.png,0,0.9999986887,0.0000013201
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_105.png,0,1.0000000000,0.0000000567
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_120.png,0,1.0000000000,0.0000000474
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_135.png,0,1.0000000000,0.0000000410
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_15.png,0,1.0000000000,0.0000000445
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_150.png,0,1.0000000000,0.0000000524
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_30.png,0,1.0000000000,0.0000000513
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_45.png,0,1.0000000000,0.0000000528
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_60.png,0,1.0000000000,0.0000000568
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_75.png,0,1.0000000000,0.0000000452
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s1_90.png,0,0.9999998808,0.0000000617
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_105.png,0,0.9999998808,0.0000000865
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_120.png,0,0.9999998808,0.0000001718
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_135.png,0,0.9999998808,0.0000001013
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_15.png,0,0.9999994040,0.0000006178
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_150.png,0,0.9999997616,0.0000001983
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_30.png,0,0.9999997616,0.0000002643
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_45.png,0,0.9999996424,0.0000003883
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_60.png,0,0.9999995232,0.0000005020
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_75.png,0,0.9999997616,0.0000001944
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s2_90.png,0,0.9999998808,0.0000001115
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_107.png,0,1.0000000000,0.0000000355
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_127.png,0,1.0000000000,0.0000000378
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_142.png,0,1.0000000000,0.0000000357
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_157.png,0,1.0000000000,0.0000000369
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_16.png,0,1.0000000000,0.0000000386
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_31.png,0,1.0000000000,0.0000000344
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_46.png,0,1.0000000000,0.0000000333
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_61.png,0,1.0000000000,0.0000000362
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_77.png,0,1.0000000000,0.0000000368
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id0_s3_92.png,0,1.0000000000,0.0000000377
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_105.png,0,1.0000000000,0.0000000504
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_120.png,0,0.9999998808,0.0000000638
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_135.png,0,1.0000000000,0.0000000503
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_15.png,0,0.9999998808,0.0000000644
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_150.png,0,0.9999998808,0.0000000988
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_30.png,0,0.9999998808,0.0000000837
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_45.png,0,0.9999998808,0.0000000783
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_60.png,0,0.9999998808,0.0000000738
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_75.png,0,1.0000000000,0.0000000546
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s0_90.png,0,1.0000000000,0.0000000579
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_105.png,0,0.9999998808,0.0000000766
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_120.png,0,1.0000000000,0.0000000535
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_135.png,0,0.9999998808,0.0000000797
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_15.png,0,0.9999998808,0.0000000823
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_150.png,0,1.0000000000,0.0000000466
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_30.png,0,1.0000000000,0.0000000475
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_45.png,0,1.0000000000,0.0000000542
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_60.png,0,1.0000000000,0.0000000575
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_75.png,0,1.0000000000,0.0000000467
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s1_90.png,0,1.0000000000,0.0000000436
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_105.png,0,0.9999998808,0.0000001724
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_120.png,0,0.9999998808,0.0000001350
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_135.png,0,0.9999998808,0.0000001075
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_15.png,0,0.9999998808,0.0000001378
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_150.png,0,0.9999998808,0.0000001207
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_30.png,0,0.9999997616,0.0000002140
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_45.png,0,0.9999998808,0.0000001112
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_60.png,0,0.9999996424,0.0000002991
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_75.png,0,0.9999997616,0.0000002649
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id12_s2_90.png,0,0.9999998808,0.0000001584
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_105.png,0,0.9999998808,0.0000000755
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_120.png,0,0.9999998808,0.0000000757
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_135.png,0,0.9999998808,0.0000000799
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_15.png,0,0.9999998808,0.0000000901
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_150.png,0,0.9999998808,0.0000000847
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_30.png,0,0.9999998808,0.0000000875
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_45.png,0,0.9999998808,0.0000000804
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_60.png,0,0.9999998808,0.0000000740
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_75.png,0,0.9999998808,0.0000000862
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id5_s0_90.png,0,0.9999998808,0.0000000809
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_105.png,0,0.9999995232,0.0000004598
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_120.png,0,0.9999996424,0.0000004029
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_135.png,0,0.9999994040,0.0000005521
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_15.png,0,0.9999986887,0.0000013338
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_150.png,0,0.9999971390,0.0000028979
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_30.png,0,0.9999995232,0.0000005139
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_45.png,0,0.9999983311,0.0000016417
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_60.png,0,0.9999983311,0.0000017186
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_75.png,0,0.9999979734,0.0000019972
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\FT720P_id9_s0_90.png,0,0.9999978542,0.0000021084
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_105.png,0,1.0000000000,0.0000000557
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_120.png,0,0.9999998808,0.0000000625
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_135.png,0,1.0000000000,0.0000000557
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_15.png,0,1.0000000000,0.0000000569
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_150.png,0,0.9999998808,0.0000000644
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_30.png,0,0.9999998808,0.0000000613
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_45.png,0,1.0000000000,0.0000000567
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_60.png,0,0.9999998808,0.0000000632
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_75.png,0,1.0000000000,0.0000000587
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id5_s2_90.png,0,0.9999998808,0.0000000599
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_105.png,0,0.9999998808,0.0000000934
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_120.png,0,0.9999998808,0.0000001567
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_135.png,0,0.9999998808,0.0000001304
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_15.png,0,0.9999998808,0.0000000855
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_150.png,0,0.9999998808,0.0000000968
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_30.png,0,0.9999998808,0.0000000962
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_45.png,0,0.9999998808,0.0000000935
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_60.png,0,0.9999998808,0.0000001324
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_75.png,0,0.9999998808,0.0000001050
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id81_s0_90.png,0,0.9999998808,0.0000001330
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_105.png,0,0.9999998808,0.0000000635
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_120.png,0,0.9999998808,0.0000000980
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_135.png,0,0.9999998808,0.0000001194
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_15.png,0,1.0000000000,0.0000000576
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_150.png,0,0.9999998808,0.0000001024
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_30.png,0,0.9999998808,0.0000000618
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_45.png,0,0.9999998808,0.0000000804
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_60.png,0,0.9999998808,0.0000000716
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_75.png,0,0.9999998808,0.0000000692
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\IPHONE8B_id9_s2_90.png,0,0.9999998808,0.0000000806
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_105.png,0,0.9999994040,0.0000005722
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_120.png,0,0.9999996424,0.0000003646
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_135.png,0,0.9999966621,0.0000032941
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_15.png,0,0.9999986887,0.0000012867
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_30.png,0,0.9999983311,0.0000016784
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_45.png,0,0.9999941587,0.0000057939
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_60.png,0,0.9999845028,0.0000155527
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_75.png,0,0.9999995232,0.0000004262
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\MSIGT72_id164_s0_90.png,0,0.9999986887,0.0000013117
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_105.png,0,1.0000000000,0.0000000587
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_120.png,0,0.9999996424,0.0000003257
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_135.png,0,0.9999990463,0.0000009395
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_15.png,0,0.9999998808,0.0000000846
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_150.png,0,0.9999992847,0.0000006959
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_30.png,0,0.9999998808,0.0000000862
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_45.png,0,0.9999998808,0.0000001427
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_60.png,0,0.9999998808,0.0000000635
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_75.png,0,0.9999998808,0.0000000813
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\PBUNKNOWN_id169_s0_90.png,0,0.9999998808,0.0000000723
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_105.png,0,0.9999997616,0.0000002891
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_120.png,0,0.9999870062,0.0000129827
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_135.png,0,0.9999997616,0.0000002782
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_15.png,0,0.9999980927,0.0000019610
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_150.png,0,0.9999998808,0.0000001641
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_30.png,0,0.9999994040,0.0000006346
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_45.png,0,0.9999952316,0.0000048120
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_60.png,0,0.9999979734,0.0000019700
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_75.png,0,0.9999992847,0.0000006629
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\SIC320_id161_s0_90.png,0,0.9999995232,0.0000005305
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_105.png,0,0.9999793768,0.0000206183
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_120.png,0,0.9999961853,0.0000038235
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_135.png,0,0.9999995232,0.0000004437
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_15.png,0,0.9998975992,0.0001023309
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_150.png,0,0.9999996424,0.0000003621
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_30.png,0,0.9996527433,0.0003472001
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_45.png,0,0.9999849796,0.0000150499
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_60.png,0,0.9999996424,0.0000003466
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_75.png,0,0.9999996424,0.0000003908
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\UNKNOWN_id152_s0_90.png,0,0.9999983311,0.0000017233
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_105.png,0,0.9999997616,0.0000002216
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_120.png,0,0.9999994040,0.0000006471
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_135.png,0,0.9999997616,0.0000001834
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_15.png,0,0.9999843836,0.0000156728
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_30.png,0,0.9999986887,0.0000013293
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_45.png,0,0.9992857575,0.0007143177
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_60.png,0,0.9999994040,0.0000006489
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_75.png,0,0.9999972582,0.0000027825
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s0_90.png,0,0.9999965429,0.0000034491
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_105.png,0,0.9999998808,0.0000001045
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_120.png,0,0.9999992847,0.0000007698
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_135.png,0,0.9999992847,0.0000006631
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_15.png,0,0.9999996424,0.0000003972
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_150.png,0,0.9999997616,0.0000001818
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_30.png,0,0.9999997616,0.0000002085
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_45.png,0,0.9999996424,0.0000003344
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_60.png,0,0.9999998808,0.0000000829
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_75.png,0,0.9999996424,0.0000004106
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s1_90.png,0,0.9999970198,0.0000029763
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_105.png,0,0.9999997616,0.0000001801
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_120.png,0,0.9999998808,0.0000000939
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_135.png,0,0.9999998808,0.0000001174
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_15.png,0,0.9999996424,0.0000003740
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_150.png,0,0.9999996424,0.0000003222
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_30.png,0,0.9999996424,0.0000003235
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_45.png,0,0.9999996424,0.0000004140
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_60.png,0,0.9999998808,0.0000000846
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_75.png,0,0.9999998808,0.0000001417
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id115_s2_90.png,0,0.9999970198,0.0000029412
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id116_s0_105.png,0,0.9999952316,0.0000047164
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id116_s0_120.png,0,0.9999998808,0.0000001463
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id116_s0_135.png,0,0.8318064213,0.1681935340
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id116_s0_15.png,0,0.9998351336,0.0001648591
C:\Users\Mantra\Documents\facial\liveness_models\LCC_FASD_development\real\YOUTUBE_id116_s0_150.png,0,0.9999998808,0.0000001426
